person_id,name,degree_centrality,betweenness_centrality,pagerank,influence_score,community,communication_anomaly,financial_anomaly,transaction_cycle_count,cycle_score,layering_chain_count,layering_score,cross_community_edges,bridge_score,network_influence,investigation_priority_score
P087,Aditya Khan 2,0.057007125890736345,0.013275669489661164,0.0019759560251788265,0.023005192370639013,3,0.18315514658157264,0.0,0.0,0.0,0.0,0.0,14,10.861491955949017,15.634946117166987,6.117665949797864
P085,Vikram Patil 2,0.057007125890736345,0.00897790792412115,0.003377193360216675,0.021706458944934365,3,0.0,0.0,0.0,0.0,0.0,0.0,15,13.033337231421783,14.004277357686876,6.107736785706075
P032,Manish Shaikh,0.05463182897862233,0.009365189765764725,0.002811126272243828,0.020978962481565736,4,1.1088468611219355,0.0,0.0,0.0,0.0,0.0,15,13.032467181751741,13.090844522304327,6.100973939150817
P096,Mohit Deshmukh 2,0.057007125890736345,0.011095122207026926,0.0022601568182220046,0.02221823369549827,4,0.009397782726837153,0.0,0.0,0.0,0.0,0.0,14,10.863396104068396,14.646853486951045,5.836272149096808
P016,Mohit Mehta,0.05938242280285036,0.007025406454752071,0.002717660766693884,0.0214401876527641,3,1.0201951448695197,0.0,0.0,0.0,0.0,0.0,14,10.86315076983418,13.669951414352607,5.794157036528892
P135,Yash More 3,0.06413301662707839,0.004415186719166009,0.0034317185717654326,0.02203549524731955,1,0.025355091652272045,0.0,0.0,0.0,0.0,0.0,14,10.862024758425337,14.417410036352829,5.781828479103729
P111,Sahil Deshmukh 2,0.052256532066508314,0.0015583146651698123,0.0025678071406549778,0.01707062762821691,5,1.128350238697467,0.0,0.0,0.0,0.0,0.0,17,17.376828160127154,8.183602265499141,5.746936246139709
P115,Yash Patil 2,0.05938242280285036,0.011852054565079595,0.003031109851967029,0.023464881622477056,4,0.12464501385497802,0.0,0.0,0.0,0.0,0.0,12,6.519517411715185,16.21212453361867,5.3818636185187
P098,Irfan Joshi 2,0.06413301662707839,0.008175117240771827,0.0034259724047326395,0.02353774360585204,1,0.9966130875422958,0.0,0.0,0.0,0.0,0.0,11,4.349806850168933,16.303608865731615,5.1451862039751495
P127,Aditya Chavan 3,0.052256532066508314,0.007725749481557028,0.0025726654600910603,0.019539059050602624,4,0.35159340746116313,0.0,0.0,0.0,0.0,0.0,14,10.861722242277775,11.282924979257357,5.063394374762128
P128,Karan Joshi 3,0.057007125890736345,0.002650314135576312,0.0029686863425266797,0.01905286932420943,3,0.9966130875422958,0.0,0.0,0.0,0.0,0.0,14,10.864387354614433,10.672472994024584,5.040318336937492
P048,Karan Gupta,0.057007125890736345,0.00419485137303546,0.0029660220678037275,0.019669884936776204,2,0.10159556762934985,0.0,0.0,0.0,0.0,0.0,13,8.690881867213445,11.447187853602653,4.620292450369222
P039,Kabir Pawar,0.0498812351543943,0.001755351247375737,0.0024012292966231912,0.016386879834255543,3,0.3267709269104866,0.0,0.0,0.0,0.0,0.0,15,13.032396006037771,7.325099554389429,4.503108275187009
P028,Karan Jadhav,0.052256532066508314,0.0050373456098244075,0.0031434886061641335,0.018634944445731494,4,0.9966130875422958,0.0,0.0,0.0,0.0,0.0,13,8.690116308272025,10.147733251706999,4.474279192089614
P067,Aditya Chavan 2,0.052256532066508314,0.004823090375044335,0.0027203347285944535,0.018422296188548563,1,1.3486983925177871,0.0,0.0,0.0,0.0,0.0,12,6.516237026050089,9.880735526936839,4.043170965447785
P119,Kabir Sharma 2,0.057007125890736345,0.007633042260101447,0.0034841871067554167,0.021200610803288104,1,0.9966130875422958,0.0,0.0,0.0,0.0,0.0,10,2.173858502403196,13.369142583069,3.976379963756348
P149,Nikhil Sharma 3,0.0498812351543943,0.0037559609313893867,0.002896704068261996,0.017335766139352643,1,2.267532259798147,0.0,0.0,0.0,0.0,0.0,12,6.5154140720392935,8.516505907221868,3.885715743172955
P143,Rahul Joshi 3,0.05463182897862233,0.013881326569505989,0.0022460772650149947,0.022615902500893594,1,0.33918216718582495,0.0,0.0,0.0,0.0,0.0,9,0.0,15.146160030344348,3.854376441023252
P056,Mohit Singh,0.057007125890736345,0.0068973416803028275,0.0033593872990218708,0.020868890629048596,1,0.317905755285245,0.0,0.0,0.0,0.0,0.0,10,2.1763418721176957,12.95264007815489,3.7370095450193106
P126,Rohan Deshmukh 3,0.05463182897862233,0.0033453436575128104,0.003179342032800628,0.01868148876643201,1,1.298561533902106,0.0,0.0,0.0,0.0,0.0,11,4.345468178433894,10.206173550690123,3.6803493301397303
P006,Rohan Deshmukh,0.045130641330166275,0.005149982496945969,0.0024656010770542328,0.01633886572094454,4,1.332249186078024,0.0,0.0,0.0,0.0,0.0,12,6.515898054691757,7.264813807491133,3.3858329000267395
P058,Irfan Jadhav,0.045130641330166275,0.005818148595191938,0.002025982305570236,0.016474246528797726,3,0.9966130875422958,0.0,0.0,0.0,0.0,0.0,12,6.51542647143149,7.434795768092162,3.3611068538177973
P092,Manish Shaikh 2,0.0498812351543943,0.006391945196788604,0.003313349730755114,0.018515153544260265,2,0.17074390630623437,0.0,0.0,0.0,0.0,0.0,10,2.172931234896226,9.997325726318863,2.968066459820208
P075,Yash More 2,0.030878859857482188,0.0019360099810910346,0.0017159980963312531,0.010552861378580447,5,0.17783604360642766,0.0,0.0,0.0,0.0,0.0,10,2.1695447602154188,0.0,0.4694761607643693
